"","college_Player","college_G","college_GS","college_MP","college_FG","college_FGA","college_FG.","college_2P","college_2PA","college_2P.","college_3P","college_3PA","college_3P.","college_FT","college_FTA","college_FT.","college_ORB","college_DRB","college_TRB","college_AST","college_STL","college_BLK","college_TOV","college_PF","college_PTS","college_Team","nba_G","nba_MP","nba_PER","nba_OWS","nba_DWS","nba_WS","nba_WS.48","nba_OBPM","nba_DBPM","nba_BPM","nba_VORP"
"521","P.J. Hairston",16,4,18.45,2.9,7.7,0.33,1.35,2.8,0.4375,1.55,4.9,0.28,1.5,1.9,0.8635,1.25,1.95,3.2,1.15,0.85,0.35,1,1.65,8.8,"north-carolina",44.25,828.25,7.225,-0.425,0.775,0.375,0.012,-3.6,-0.85,-4.475,-0.45
"522","Pascal Siakam",14,14,34.6,6.35,11.2,0.5805,6.3,11,0.5825,0.05,0.2,NA,3.5,4.85,0.729,3.85,6.6,10.4,1.7,1.05,2.2,1.9,2.55,16.35,"new-mexico-state",66.4,1840.4,16.06,2.46,2.58,5.04,0.1242,0.12,0.66,0.78,1.5
"523","Pat Connaughton",18,16.5,32.8,3.425,8.275,0.4125,1.65,3.15,0.517,1.8,5.175,0.348,1.15,1.475,0.7605,1.025,4.975,6,1.875,0.55,0.45,0.95,1.75,9.875,"notre-dame",58.6666666666667,1004.33333333333,10.35,1.03333333333333,1.25,2.28333333333333,0.0801666666666667,-1.33333333333333,-0.133333333333333,-1.45,0.433333333333333
"524","Patricio Garino",17,15.75,30.875,4.525,8.6,0.52125,3.625,6.4,0.563,0.9,2.25,0.38725,2.55,3.875,0.65575,1.6,2.95,4.575,1.725,1.675,0.7,2.45,2.575,12.5,"george-washington",5,43,-9.2,-0.2,0,-0.2,-0.25,-13.3,-4.6,-17.9,-0.2
"525","Patrick McCaw",17.5,15.5,33.2,4.25,9.75,0.437,2.1,4.1,0.504,2.2,5.65,0.3865,2.1,2.65,0.768,0.9,3.35,4.2,3.6,1.85,0.35,1.8,1.85,12.75,"nevada-las-vegas",32.5714285714286,538.571428571429,7.25714285714286,0.0714285714285714,0.6,0.685714285714286,0.0591428571428571,-4.28571428571429,1,-3.3,-0.114285714285714
"526","Patrick Williams",18,0,23.7,3.1,7.3,0.424,2.6,5.5,0.465,0.6,1.8,0.303,2.2,2.7,0.816,1.6,2.9,4.4,0.6,0.9,1.3,1.6,1.8,9,"florida-state",71,1983,10.5,0.3,2.2,2.5,0.06,-2.8,0.4,-2.4,-0.2
"527","Paul Reed",16.6666666666667,11.3333333333333,24.2666666666667,4.5,8.53333333333333,0.533666666666667,4.1,7.43333333333333,0.564,0.4,1.1,0.377666666666667,1.53333333333333,2,0.703,2.53333333333333,5.26666666666667,7.83333333333333,0.966666666666667,1.23333333333333,1.33333333333333,1.73333333333333,2.5,10.9,"depaul",26,177,21.2,0.2,0.4,0.6,0.162,-1.8,0.8,-1,0
"528","Paul Watson",17,16.25,29.475,3.2,8.225,0.3845,2.05,4.75,0.43325,1.075,3.475,0.30725,1.55,2.425,0.66025,0.95,3.425,4.375,0.825,0.775,0.6,1.55,2.75,9,"fresno-state",11.75,117.75,8.425,0.125,0.1,0.25,0.01775,-3,0.025,-2.925,0.05
"529","Payton Pritchard",18,18,34.875,4.675,10.95,0.42225,2.375,5.15,0.4595,2.275,5.8,0.3915,2.3,2.8,0.8,0.775,3.025,3.8,4.65,1.5,0.075,1.875,2.425,13.85,"oregon",66,1268,12.4,1.6,0.9,2.5,0.095,-0.3,-0.4,-0.7,0.4
"530","Perry Jones",17,16.5,33.4,5.5,10.7,0.517,5.45,10.15,0.534,0.1,0.5,0.309,3.2,4.25,0.727,2.75,4.65,7.35,1.1,0.7,0.65,2.3,2.35,14.25,"baylor",47.6666666666667,558.333333333333,8.26666666666667,-1.85037170770859e-17,0.566666666666667,0.566666666666667,0.0353333333333333,-3.66666666666667,-0.7,-4.36666666666667,-0.233333333333333
"531","Peyton Siva",18,18,31.9,3.03333333333333,7.26666666666667,0.419,2.46666666666667,5.1,0.487,0.533333333333333,2.2,0.247,1.93333333333333,2.73333333333333,0.748333333333333,0.3,2.53333333333333,2.86666666666667,5.33333333333333,1.83333333333333,0.133333333333333,2.96666666666667,2.76666666666667,8.56666666666667,"louisville",24,224,5.7,-0.2,0.1,-0.2,-0.032,-5.3,-1.1,-6.4,-0.2
"532","Phil Pressey",17.3333333333333,15.3333333333333,30.0333333333333,3.03333333333333,7.56666666666667,0.403,1.86666666666667,4.13333333333333,0.437,1.16666666666667,3.43333333333333,0.345333333333333,1.83333333333333,2.43333333333333,0.762666666666667,0.533333333333333,2.3,2.86666666666667,5.76666666666667,1.96666666666667,0.0666666666666667,3,2.36666666666667,9.1,"missouri",34.2,459.6,10.32,-0.36,0.48,0.14,0.0024,-3.2,0.34,-2.84,-0.1
"533","Pierre Jackson",18,15.5,34.25,5.35,12.25,0.4375,3.05,6.25,0.4825,2.35,6,0.393,3.9,5,0.7845,0.85,2.5,3.35,6.7,1.45,0.05,3.8,2.35,16.85,"baylor",8,84,13,0,0.1,0,0.021,-2.7,-1.7,-4.4,-0.1
"534","PJ Dozier",17.5,15.5,23.7,3.4,9.95,0.3445,2.95,7.4,0.4035,0.5,2.65,0.1325,1.7,3.05,0.5705,1.1,2.65,3.75,2.55,0.9,0.3,2.6,2.8,9,"south-carolina",21.75,388.5,8.25,0.05,0.4,0.4,-0.046,-5.95,-1.225,-7.2,-0.1
"535","Precious Achiuwa",18,18,32.3,6.1,12.3,0.498,5.6,10.6,0.529,0.5,1.7,0.3,3.8,6.2,0.616,3,8.2,11.2,0.9,0.9,2,2.9,2.3,16.6,"memphis",61,737,14.2,0.3,1,1.3,0.085,-3.6,-0.5,-4.1,-0.4
"536","Quincy Acy",17,11,30.25,4.05,7.35,0.5525,4,7.2,0.554,0.05,0.15,0.3335,2.95,4.15,0.719,2.55,4.35,6.9,0.95,1,1.6,2.05,3.3,11.1,"baylor",39.8181818181818,617.909090909091,10.3636363636364,0.490909090909091,0.509090909090909,1.00909090909091,0.0703636363636364,-2.72727272727273,5.3051983576393e-17,-2.71818181818182,0.00909090909090909
"537","Quincy Miller",18,17,25,4.2,9.1,0.457,3.4,7,0.484,0.8,2.1,0.368,2.8,3.4,0.82,1.6,3.3,4.9,1.2,0.7,0.4,1.8,1.8,11.9,"baylor",15.8,210.6,7.32,-0.22,0.2,-0.04,-0.0282,-4.66,-0.22,-4.9,-0.12
"538","Quinn Cook",17.25,12.25,28.25,3.825,9.225,0.406,2.075,4.425,0.4785,1.725,4.825,0.33775,1.775,2.15,0.804,0.325,2.175,2.5,3.15,0.85,0.075,1.425,1.875,11.175,"duke",25,333,12.0444444444444,0.255555555555556,0.244444444444444,0.5,0.0577777777777778,-1.23333333333333,-1.1,-2.34444444444444,-0.0333333333333333
"539","Quinndary Weatherspoon",17.75,16.75,32.95,5.725,12.15,0.47025,4.025,7.825,0.51425,1.675,4.325,0.3895,2.975,3.875,0.75675,1.625,3.8,5.4,2.125,1.55,0.35,2.55,2.45,16.125,"mississippi-state",15.5,99.5,6.4,-0.15,0.05,0,-0.024,-6.1,-0.15,-6.2,-0.1
"540","R.J. Hunter",18.3333333333333,18,34.5666666666667,5.66666666666667,13.2666666666667,0.43,3.13333333333333,6.23333333333333,0.504333333333333,2.56666666666667,6.96666666666667,0.362666666666667,4.93333333333333,5.73333333333333,0.850333333333333,0.633333333333333,4.16666666666667,4.83333333333333,2.4,2,0.966666666666667,1.6,2.06666666666667,18.8,"georgia-state",11.25,98.75,8.625,0,0.125,0.1,0.05125,-3.225,0.525,-2.7,0
"541","Rakeem Christmas",18,18,23.775,2.9,5.625,0.51325,2.9,5.6,0.51375,0,0.025,NA,1.7,2.45,0.68675,1.925,3.625,5.575,0.7,0.525,1.875,1.25,2.8,7.55,"syracuse",15,112.5,21.2,0.15,0.1,0.25,0.221,0.8,-0.05,0.75,-0.1
"542","Rashad Vaughn",11,11,33.5,6.2,13.7,0.45,3.3,6.7,0.486,2.9,7,0.416,3,3.8,0.786,0.3,4.7,5,1.8,1.2,0.4,1.8,2.6,18.3,"nevada-las-vegas",27.8333333333333,313.833333333333,6.26666666666667,-0.25,0.166666666666667,-0.0666666666666667,0.0196666666666667,-3.46666666666667,-1.11666666666667,-4.58333333333333,-0.2
"543","Rawle Alkins",16.5,15.5,28.85,3.9,9.2,0.4275,2.55,5.55,0.4645,1.35,3.65,0.37,2.4,3.4,0.7145,1.95,3.15,5,2.4,1,0.45,2.15,2.2,11.6,"arizona",10,120,8.1,-0.1,0,-0.1,-0.042,-3.8,-3.5,-7.3,-0.2
"544","Reggie Bullock",16,9.66666666666667,25.7666666666667,3.3,8.16666666666667,0.388,1.6,3.3,0.462666666666667,1.73333333333333,4.86666666666667,0.338,0.8,1.13333333333333,0.794666666666667,1.8,3.36666666666667,5.16666666666667,1.43333333333333,0.8,0.266666666666667,0.966666666666667,1.23333333333333,9.16666666666667,"north-carolina",38.75,840.833333333333,8.90833333333333,0.758333333333333,0.716666666666667,1.50833333333333,0.0553333333333333,-1.90833333333333,-0.025,-1.925,0.258333333333333
"545","Reggie Hearn",14,11.6666666666667,21.4333333333333,2.33333333333333,5.23333333333333,0.309,1.6,3.13333333333333,0.363666666666667,0.7,2.1,NA,1.93333333333333,2.53333333333333,0.776,0.666666666666667,1.93333333333333,2.6,0.9,0.566666666666667,0.233333333333333,1.2,2,7.26666666666667,"northwestern",3,7,13.1,0,0,0,0.132,2.9,-1.4,1.5,0
"546","Reggie Jackson",16,14,33.3,6.1,13,0.471,4.1,7.8,0.52,2.1,5.2,0.398,3.8,4.3,0.87,1,3,4,4.3,0.9,0.6,2.3,1.9,18.1,"boston-college",52.5714285714286,1333.92857142857,15.1571428571429,1.65,1.14285714285714,2.79285714285714,0.0907142857142857,0.85,-0.735714285714286,0.1,0.835714285714286
"547","Reggie Perry",18,15,29.85,5,10.05,0.4925,4.45,8.5,0.526,0.5,1.6,0.3025,4.8,6.1,0.77,3.15,6.25,9.3,1.45,0.6,1,2.45,3.15,15.2,"mississippi-state",26,211,11,-0.1,0.2,0.2,0.04,-5.3,-1.4,-6.7,-0.2
"548","Reggie Williams",6,0,3.25,0.15,0.8,0.1365,0.1,0.55,0.1665,0.05,0.25,NA,0,0,NA,0,0.25,0.25,0.1,0.15,0,0.3,0.35,0.35,"ohio",30.3333333333333,492.333333333333,13.1833333333333,0.683333333333333,0.1,0.783333333333333,0.0635,-0.316666666666667,-1.36666666666667,-1.7,0.116666666666667
"549","Robbie Hummel",18,18,33.2,5.4,13.2,0.408,3.7,8.2,0.453,1.7,5,0.333,3.9,4.6,0.843,1.6,6.3,7.8,2.1,0.8,1.2,0.9,2.4,16.3,"purdue",49,698.5,9.65,0.65,0.35,0.95,0.067,-2.15,-0.9,-3.05,-0.2
"550","Robert Covington",13.6666666666667,13,31.8666666666667,5.66666666666667,11.1333333333333,0.509,4,7.73333333333333,0.516,1.7,3.43333333333333,0.499,3.4,4.13333333333333,0.81,2.9,5.3,8.2,1.3,1.7,1.4,2.13333333333333,2.86666666666667,16.4,"tennessee-state",47.5833333333333,1455.58333333333,13.2583333333333,0.65,1.975,2.61666666666667,0.0901666666666667,-0.641666666666667,1.21666666666667,0.575,0.9
"551","Robert Franks",15.75,7.75,24.15,4.125,9.175,0.4205,2.5,5.05,0.46575,1.675,4.125,0.358,2.35,2.7,0.83525,1.125,3.5,4.625,1.3,0.425,0.675,1.95,2.2,12.25,"washington-state",7,101,16.5,0.3,0.1,0.3,0.158,0.7,-0.8,-0.2,0
"552","Robert Sacre",15,15,25.4,3.7,7,0.526,3.7,7,0.526,0,0,NA,4.6,5.75,0.804,1.95,4.05,6,0.95,0.45,1.85,1.65,2.45,11.95,"gonzaga",47.25,686.25,9.2,0.25,0.375,0.6,0.028,-4.3,-0.775,-5.125,-0.35
"553","Rodney Hood",16.5,15,32.6,4.4,10.25,0.4205,2.45,5.25,0.474,1.85,5,0.37,1.75,2.2,0.796,0.7,3.05,3.7,1.85,0.5,0.3,1.15,1.8,12.35,"mississippi-state",44.8461538461538,1132.23076923077,11.3384615384615,0.884615384615385,0.776923076923077,1.66923076923077,0.0606923076923077,-1.33846153846154,-0.738461538461539,-2.08461538461538,0.161538461538462
"554","Rodney McGruder",17.3333333333333,17,33.8333333333333,5.23333333333333,11.4666666666667,0.458333333333333,3.4,6.9,0.496333333333333,1.83333333333333,4.53333333333333,0.408333333333333,2.6,3.23333333333333,0.796666666666667,1.96666666666667,3.43333333333333,5.36666666666667,1.56666666666667,0.966666666666667,0.2,1.6,1.83333333333333,14.9666666666667,"kansas-state",46.8,976,10.66,0.46,0.98,1.42,0.0864,-1.6,0.06,-1.58,-0.02
"555","Rodney Purvis",18,11.3333333333333,31.1333333333333,4.13333333333333,10.7,0.384333333333333,2.33333333333333,5.43333333333333,0.427333333333333,1.8,5.3,0.333,1.63333333333333,2.5,0.685666666666667,0.366666666666667,2.5,2.86666666666667,1.86666666666667,0.966666666666667,0.166666666666667,1.56666666666667,1.93333333333333,11.6666666666667,"connecticut",16,290,4.5,-0.4,0.1,-0.3,-0.056,-6.1,-2.1,-8.2,-0.5
"556","Romeo Langford",20,20,34.9,5.3,12.4,0.427,4,8.4,0.479,1.3,4.1,0.321,4.5,6,0.756,1.4,3.8,5.2,1.9,0.8,0.7,2.1,2.2,16.4,"indiana",25,326.5,5.25,-0.2,0.3,0.1,0.014,-4.8,-0.05,-4.75,-0.25
"557","Ron Baker",18,18,30.4666666666667,4.2,9.66666666666667,0.435666666666667,2.33333333333333,4.53333333333333,0.516333333333333,1.9,5.16666666666667,0.363666666666667,2.76666666666667,3.43333333333333,0.808666666666667,0.6,3.63333333333333,4.23333333333333,2.9,1.36666666666667,0.666666666666667,1.4,1.66666666666667,13.1,"wichita-state",22.2,309.2,4.34,-0.16,0.2,0.04,-0.0202,-6.12,0.78,-5.32,-0.16
"558","Rondae Hollis-Jefferson",18,10.5,28,3.35,6.95,0.4795,3.3,6.6,0.498,0.1,0.35,0.1625,3,4.4,0.669,2.1,4.1,6.2,1.35,1,1,1.65,2.45,9.7,"arizona",50.8333333333333,1126.5,14.4666666666667,0.7,1.45,2.13333333333333,0.101166666666667,-1.53333333333333,1.1,-0.433333333333333,0.366666666666667
"559","Royce O'Neale",17.5,14.25,30.825,3.1,6.575,0.46975,2.05,3.775,0.5285,1.075,2.8,0.384,2.2,3,0.7345,1.7,4.175,5.825,3.075,1.3,0.4,1.775,2.4,9.45,"denver",73.25,1777.75,9.8,1.325,2.525,3.9,0.10375,-1.775,2.05,0.3,1.075
"560","Royce White",18,18,32,5.1,9.9,0.511,4.8,9.3,0.521,0.2,0.6,0.364,2.5,6.2,0.405,2.4,6.9,9.3,6.1,1.2,0.7,4.1,2.8,12.8,"iowa-state",3,9,-8.3,0,0,0,-0.121,-12.5,-4.5,-16.9,0
"561","Rui Hachimura",16.3333333333333,5.33333333333333,19.1,4.6,7.36666666666667,0.617666666666667,4.43333333333333,6.9,0.652,0.133333333333333,0.5,0.3,2.56666666666667,3.33333333333333,0.671666666666667,1.06666666666667,3.1,4.13333333333333,0.733333333333333,0.633333333333333,0.466666666666667,1,1.36666666666667,11.8666666666667,"gonzaga",52.5,1620.5,12.45,1,0.95,1.95,0.058,-1.7,-1.5,-3.15,-0.45
"562","Russ Smith",15.75,9.5,21.975,3.8,9.575,0.3605,2.725,6.25,0.39375,1.075,3.325,0.3,3.15,4,NA,0.75,1.975,2.75,2.575,1.7,0.075,2.125,2.1,11.85,"louisville",9.75,49,5.45,-0.125,0.075,-0.075,-0.0995,-6.975,-0.8,-7.75,-0.05
"563","Ryan Anderson",17.5,17.25,31.5,4.875,10.125,0.484,4.75,9.45,0.50675,0.125,0.7,0.10725,3.95,5.675,0.69525,2.55,5.575,8.1,1.25,0.625,0.5,1.975,1.675,13.85,"boston-college",45.4166666666667,1239,13.2583333333333,2.6,0.816666666666667,3.425,0.0849166666666667,0.641666666666667,-1.54166666666667,-0.9,0.933333333333333
"564","Ryan Arcidiacono",18,17.75,32.85,3.55,8.7,0.411,1.5,3.425,0.44325,2.05,5.3,0.388,2.925,3.625,0.8045,0.325,2.05,2.35,3.775,1.05,0.05,1.975,2,12.075,"villanova",51.75,911.25,9.425,1.025,0.55,1.575,0.0735,-3,0.225,-2.775,-0.075
"565","Ryan Broekhoff",17.3333333333333,17,31.2333333333333,4.3,9.3,0.467,2.1,4.4,0.478666666666667,2.2,4.93333333333333,0.449333333333333,2.53333333333333,3.33333333333333,0.744,1.26666666666667,5.83333333333333,7.1,2.2,1.13333333333333,0.866666666666667,1.63333333333333,1.9,13.3333333333333,"valparaiso",29.5,316.5,11.9,0.35,0.25,0.6,0.0975,0,-0.1,-0.1,0.1
"566","Ryan Gomes",16,4,12,1.3,2.5,0.529,1.3,2.5,0.529,0,0,NA,0.8,1.25,0.641,0.75,1.5,2.25,0.25,0.15,0.6,0.9,1.9,3.4,"houston-baptist",37.6666666666667,851.333333333333,4.53333333333333,0.233333333333333,0.5,0.766666666666667,-0.001,-4.96666666666667,-0.666666666666667,-5.63333333333333,-0.2
"567","Ryan Kelly",12.3333333333333,9.33333333333333,24.5333333333333,3.96666666666667,7.66666666666667,0.513666666666667,2.2,4.03333333333333,0.572,1.76666666666667,3.66666666666667,0.439333333333333,2.83333333333333,3.4,0.809,1.6,3.53333333333333,5.13333333333333,1.26666666666667,0.5,1.1,1.06666666666667,2.4,12.4666666666667,"duke",40.75,781.25,9.825,0.375,0.375,0.775,0.0355,-2.975,0.1,-2.85,-0.1
"568","Saben Lee",18,17,32.9333333333333,4.83333333333333,10.3666666666667,0.465666666666667,3.73333333333333,7.33333333333333,0.505666666666667,1.1,3.03333333333333,0.371666666666667,3.76666666666667,5.3,0.708,0.466666666666667,2.7,3.2,3.4,1.23333333333333,0.2,2.7,2.26666666666667,14.4666666666667,"vanderbilt",48,781,13.8,0.7,0.8,1.5,0.091,-2.1,0.2,-2,0
"569","Saddiq Bey",18,16.5,33.25,4.65,9.8,0.4765,2.15,4.35,0.509,2.5,5.45,0.4545,1.35,1.95,0.652,1.8,3.1,4.9,1.65,0.95,0.25,1.2,2.45,13.15,"villanova",70,1909,12.6,1.6,1.7,3.3,0.082,0.3,-0.8,-0.5,0.7
"570","Sam Dekker",18,12,28.6666666666667,4.2,8.76666666666667,0.48,2.93333333333333,5.06666666666667,0.580666666666667,1.3,3.73333333333333,0.341666666666667,1.96666666666667,2.8,0.720666666666667,1.6,3.7,5.26666666666667,1.16666666666667,0.633333333333333,0.633333333333333,0.866666666666667,1.26666666666667,11.7,"wisconsin",41.1666666666667,647.333333333333,12.65,0.616666666666667,0.466666666666667,1.06666666666667,0.0815,-1.28333333333333,0.366666666666667,-0.95,0.0833333333333333
"571","Sam Merrill",18,17.5,34.75,5.725,12.25,0.46825,3,5.95,0.49975,2.725,6.3,0.438,3.35,3.7,0.9045,0.3,3.15,3.475,3.75,1.075,0.275,1.625,2.5,17.5,"utah-state",30,233,11.9,0.3,0.2,0.5,0.102,-0.7,-0.3,-1,0.1
"572","Scott Machado",18,17.5,33.9,4.4,9.65,0.458,3.3,6.45,0.512,1.15,3.2,0.3535,2.9,4.35,0.679,0.95,3.35,4.3,8.2,1.3,0.2,2.85,2.4,12.9,"iona",5,20,14.1,0,0,0,0.0255,-1.5,-0.0999999999999999,-1.65,0
"573","Scotty Hopson",14,14,31.1,6.9,14.3,0.48,4.9,9.6,0.515,1.9,4.7,0.409,3.6,5.3,0.689,0.7,2.9,3.6,1.2,1,0.1,2.3,2.1,19.3,"tennessee",1.5,7.5,-5.55,-0.05,0,-0.05,-0.325,-13.3,-4,-17.35,0
"574","Sean Kilpatrick",18,13.25,31.75,5.05,12.6,0.4055,2.825,5.675,0.49375,2.25,6.9,0.33475,3.225,4.125,0.75725,1.2,3.125,4.325,1.875,0.95,0.15,1.625,1.4,15.625,"cincinnati",24,433.8,11.94,0.18,0.17,0.37,0.0307,-0.81,-2.04,-2.86,-0.03
"575","Sean McDermott",17.25,10.25,23.225,2.45,5.45,0.43575,1.075,1.675,0.72975,1.35,3.75,0.35,0.975,1.15,0.7725,0.975,3.2,4.175,0.675,0.6,0.3,0.725,1.425,7.175,"butler",18,158,7.2,0.1,0.1,0.2,0.05,-3.1,-1.2,-4.3,-0.1
"576","Semaj Christon",17.5,17,35.45,6.15,12.65,0.4845,5.7,11.45,0.4985,0.45,1.2,0.357,4.75,6.6,0.7205,0.3,2.8,3.05,4.45,1.45,0.2,3.25,2.3,17.4,"xavier",64,973,5.7,-0.7,0.8,0.1,0.006,-4.8,-0.3,-5.1,-0.8
"577","Semi Ojeleye",13.5,9,19.2,2.95,6.1,0.493,1.85,3.45,0.2685,1.15,2.65,0.7095,2.7,3.4,0.8915,1.2,2.1,3.35,0.9,0.4,0.2,0.5,0.75,9.8,"southern-methodist",63.5,926.25,7.275,0.375,0.85,1.25,0.064,-2.8,-0.4,-3.2,-0.275
"578","Seth Curry",16.6666666666667,13.6666666666667,30.4666666666667,4.6,10.5666666666667,0.433333333333333,2.26666666666667,5.03333333333333,0.451333333333333,2.33333333333333,5.6,0.416,2.86666666666667,3.6,0.792,0.733333333333333,1.9,2.6,2,1.06666666666667,0.166666666666667,1.23333333333333,1.83333333333333,14.4,"duke",35,818.666666666667,10.1555555555556,1.25555555555556,0.588888888888889,1.85555555555556,0.0625555555555556,-3.03333333333333,1.36666666666667,-1.64444444444444,0.466666666666667
"579","Shabazz Muhammad",18,17,32,6.2,14.6,0.424,4.7,10.8,0.436,1.4,3.7,0.388,3.7,5.4,0.691,2.4,2.9,5.3,0.8,0.9,0.2,1.4,1.6,17.5,"ucla",45.8571428571429,741.428571428571,16.9714285714286,1.2,0.128571428571429,1.3,0.098,0.857142857142857,-2.44285714285714,-1.58571428571429,-0.0142857142857143
"580","Shabazz Napier",17.5,12,33.025,4.15,10.4,0.3935,2.25,5.125,0.44175,1.9,5.3,0.349,3.65,4.425,0.80075,0.725,3.325,4.075,4.675,1.625,0.175,2.45,2.175,13.85,"connecticut",50.125,916.25,12.9125,0.4,0.8125,1.225,0.057,-0.9375,-0.0375,-0.9875,0.275
"581","Shai Gilgeous-Alexander",18,15,36.1,5.3,11.4,0.461,4.7,10.1,0.47,0.6,1.4,0.4,4,4.9,0.809,0.9,3.1,4,5.3,1.2,0.8,2.9,1.5,15.1,"kentucky",62.3333333333333,1927.33333333333,17.5666666666667,2.43333333333333,1.9,4.3,0.112666666666667,1.43333333333333,0.333333333333333,1.76666666666667,1.6
"582","Shake Milton",15,14.6666666666667,35.8333333333333,4.9,10.4,0.469666666666667,2.53333333333333,5.2,0.482666666666667,2.4,5.16666666666667,0.460333333333333,2.53333333333333,3.2,0.762,0.366666666666667,3.63333333333333,4,3.76666666666667,1,0.466666666666667,1.9,1.63333333333333,14.7666666666667,"southern-methodist",41,844.666666666667,12.7666666666667,0.866666666666667,0.866666666666667,1.73333333333333,0.092,-1.1,-0.866666666666667,-1.93333333333333,0.0666666666666667
"583","Shane Larkin",17,14,30.35,3.15,7.65,0.383,2,3.9,0.445,1.25,3.75,0.3155,1.9,2.6,0.7545,0.5,2.45,3,3.7,1.6,0.15,2,1.65,9.55,"miami-fl",64,1220,10.7,0.3,0.825,1.1,0.04025,-2.8,0.225,-2.575,-0.125
"584","Shaquille Harrison",17,17,31.275,3.8,8.875,0.4235,3.575,7.775,0.4535,0.225,1.075,0.20925,3.125,4.65,0.6765,1.1,4.025,5.1,4.1,1.85,0.3,2.275,2.35,10.975,"tulsa",34.5,494,11,0.1,0.616666666666667,0.683333333333333,0.0556666666666667,-3.66666666666667,1.43333333333333,-2.26666666666667,0.0833333333333333
"585","Shayne Whittington",16,13.6666666666667,26.3666666666667,4.46666666666667,8.46666666666667,0.540666666666667,4.43333333333333,8.06666666666667,0.554,0.1,0.4,NA,2.83333333333333,3.66666666666667,0.740666666666667,2.3,5.5,7.8,0.733333333333333,0.666666666666667,1.36666666666667,1.5,2.33333333333333,11.9333333333333,"western-michigan",13.5,74.5,13.7,0.1,0.15,0.2,0.0955,-3.9,0.35,-3.55,0
"586","Shelvin Mack",18,17,32.9,4.8,12.3,0.394,2.8,6.3,0.451,2,6,0.333,3.3,3.9,0.857,0.6,3.8,4.3,3.8,0.6,0.1,2.6,1.7,15,"butler",39.7333333333333,740.8,9.80666666666667,0.186666666666667,0.686666666666667,0.866666666666667,0.0058,-3.44,-0.806666666666667,-4.22666666666667,-0.00666666666666667
"587","Sim Bhullar",14,11,26.25,4.3,7.05,0.6145,4.3,7.05,0.6145,0,0,NA,2,3.95,0.5205,2.85,4.75,7.6,1.5,0.05,3.4,1.35,2.45,10.65,"new-mexico-state",3,3,44.3,0,0,0,0.389,14.9,17.5,32.5,0
"588","Sindarius Thornwell",18,18,33.725,4.775,12.45,0.37675,3.4,8.325,0.398,1.375,4.1,0.333,4.75,6.025,0.77925,1.775,3.55,5.325,3.125,1.525,0.575,2.85,2.475,15.65,"south-carolina",30.1666666666667,323,7.81666666666667,-0.1,0.266666666666667,0.183333333333333,0.0233333333333333,-4.33333333333333,0.583333333333333,-3.71666666666667,-0.116666666666667
"589","Skylar Mays",18,17,31.825,3.95,9.35,0.41975,2.625,5.375,0.482,1.3,3.95,0.34625,3.825,4.575,0.83425,0.4,3.2,3.625,3.05,1.7,0.1,1.725,1.8,13.025,"louisiana-state",33,269,16.8,0.5,0.3,0.8,0.14,1.2,0.7,1.9,0.3
"590","Solomon Hill",18,18,30.4333333333333,3.96666666666667,8.13333333333333,0.484333333333333,2.83333333333333,5.36666666666667,0.525333333333333,1.13333333333333,2.76666666666667,0.398666666666667,2.4,3.4,0.730333333333333,1.8,4,5.76666666666667,1.96666666666667,0.966666666666667,0.4,2.23333333333333,2.5,11.4666666666667,"arizona",49.4,1060.1,8.44,0.28,1.06,1.33,0.0538,-2.86,0.53,-2.33,-2.78097857242532e-18
"591","Spencer Dinwiddie",13.3333333333333,13.3333333333333,30.8666666666667,3.3,8.33333333333333,0.397333333333333,2.03333333333333,4.56666666666667,0.424666666666667,1.33333333333333,3.7,0.361333333333333,4.53333333333333,5.5,0.815,0.333333333333333,2.53333333333333,2.86666666666667,3.03333333333333,1.3,0.233333333333333,1.76666666666667,2.26666666666667,12.4333333333333,"colorado",45.7142857142857,1175.14285714286,13.1285714285714,1.8,0.842857142857143,2.62857142857143,0.0768571428571429,-0.842857142857143,0.0285714285714286,-0.828571428571429,0.7
"592","Stanley Johnson",18,17,28,4.6,10.6,0.432,3.8,7.9,0.479,0.8,2.7,0.292,3.6,4.4,0.81,2.1,4.4,6.4,1.8,1.3,0.4,1.9,2.8,13.4,"arizona",54.625,1065.5,8.9875,-0.725,1.3375,0.6125,0.020625,-3.6875,0.875,-2.8125,-0.175
"593","Stanton Kidd",18,18,28.5,4.2,9.7,0.434,3.3,7,0.468,0.9,2.7,0.347,1.4,1.9,0.765,1.7,2.8,4.6,2.1,0.7,0.9,0.9,2.1,10.8,"colorado-state",4,15,-13.7,-0.1,0,-0.1,-0.327,-16.2,-1.4,-17.6,-0.1
"594","Stephen Zimmerman",13,12,30.1,4.4,9.5,0.463,4.2,8.5,0.495,0.2,0.9,0.167,2.8,4.7,0.59,2.5,7.9,10.5,0.8,0.6,2.3,2.3,3.2,11.7,"nevada-las-vegas",19,108,7.3,-0.1,0.1,0,-0.005,-6.6,-1.7,-8.3,-0.2
"595","Sterling Brown",18,16.5,28.05,3.25,6.55,0.502,2.15,4.025,0.53575,1.125,2.55,0.44575,1.575,2.025,0.77075,1.3,3.425,4.75,2.45,1.175,0.4,1.725,2.5,9.2,"southern-methodist",53.75,951.5,10.15,0.325,1.1,1.425,0.0705,-2.3,0.275,-2.05,0
